evaluation,C,epsilon,gamma,mae,std_mae,rmse,std_rmse,r2,std_r2
llm,500.0,1.0,0.0025,1.2319184701393602,0.05584576034017361,1.576137310061084,0.0804218434144882,0.9156639017712822,0.011945937053855944
llm,1000.0,0.5,0.0005,1.1361127290136277,0.04070140942685534,1.5261436799187464,0.06551974518187811,0.9211116123222691,0.009397255133143028
llm,12.0,0.05,0.008,1.2164815551474415,0.0352308109788887,1.6548156089696726,0.07256710618406617,0.9071834557682907,0.011504176510869001
cv,5,0.1,0.01,1.321330987059686,0.055419982200630886,1.8019945693908088,0.07930357792254873,0.8902173502771096,0.010275536317475426
cv,500,0.3,0.0007,1.121654825071341,0.052425061142104795,1.5056420983036645,0.0738368568589454,0.9229099720441573,0.01235771985030085
test,500,0.3,0.0007,0.9840268580610085,1.3203341762473235,0.916761309461163
cv,500,0.3,0.0007,1.121654825071341,0.052425061142104795,1.5056420983036645,0.0738368568589454,0.9229099720441573,0.01235771985030085
test,500,0.3,0.0007,0.9840268580610085,1.3203341762473235,0.916761309461163
random_search,91.11164572353077,0.417022004702574,0.0003487802515319414,1.2493419784567097,0.02518592727534734,1.6756571705996124,0.04944752405168659,0.9049874939044749,0.009143203057356834
random_search,111.87343350529036,0.43599490214200376,0.0004099511084931484,1.2185303859231031,0.021082245882321438,1.6347001383032869,0.04965127017657072,0.9095761278882353,0.00867102244450349
random_search,387.42070104049196,0.5507979025745755,0.0010898956521286926,1.1452840080790245,0.043845563346414894,1.5134513703217984,0.055075917504122995,0.9221460506235036,0.011157770763024993
random_search,34998.07897501003,0.9670298390136767,0.037758468239207525,1.9778647623061414,0.11784419796342396,2.644053485934155,0.11991847879454622,0.7638770610274946,0.018811068275884534
random_search,11.044326882678181,0.22199317108973948,6.624392869587325e-05,2.102778790307022,0.1575762754727282,2.7545202704458984,0.24337520723713216,0.7438874269428657,0.033067099992620745
random_search,15686.39221372457,0.8928601514360016,0.020075340412185245,1.5179802989395415,0.05763817612148597,2.002192332786521,0.060894240402854,0.864417954904147,0.011870569896857528
random_search,2.2833388331657147,0.07630828937395717,1.915411424627199e-05,3.680847555892761,0.11824261938778496,4.734895338703342,0.21552805387157692,0.2446039646555112,0.015875522944480244
random_search,12712.136998925595,0.8734294027918162,0.017013323572526367,1.4404147892684,0.05541989595763351,1.8898273802666572,0.05957446306742362,0.8791143209708789,0.011837148835735178
random_search,1.1187880989244698,0.010374153885699955,1.0923798587598058e-05,4.090122064818968,0.13157206319681994,5.244054600209634,0.208960972801719,0.07317928259777769,0.009821327959285558
