method,space,seed,eval_index,C,epsilon,gamma,mae,std_mae,rmse,std_rmse,r2,std_r2
random,narrow,1,25,1.3034097306955097,0.9190886196338225,0.003098189100157305,1.6917101611171965,0.16173097821114435,2.203569336472579,0.2811508366097624,0.8369860576564363,0.019341351757604125
random,narrow,1,26,7677.634306931424,0.6603553805205233,0.018858750062664072,1.4685753488916797,0.10559740063226121,1.9501914444469406,0.19214440472907743,0.8720622033746913,0.010252278971163625
random,narrow,2,0,16.95538172088236,0.8142257405942803,0.0001270895336421798,1.7799245695446184,0.15360957175458964,2.2998334268843115,0.2572992914851872,0.8223632006636092,0.01678538126189683
random,narrow,2,1,2.7033996610932634,0.7285605268117946,0.001658646532504751,1.576398965104889,0.14248117814101485,2.0610787657798126,0.23473990747606974,0.857321069922994,0.013603140276064601
random,narrow,2,2,7.637329141349112,0.2749693679060381,1.59950543581936e-05,3.0735836344087994,0.2674831662913145,3.972410096621117,0.4357259556252486,0.4706876573447035,0.03453740135601182
random,narrow,2,3,1228.1686762761303,0.15006226330533612,0.0012017214720200903,1.17060484456454,0.06735689550556379,1.4936358641005139,0.0907935536539825,0.9236637622247581,0.015630422331455587
random,narrow,2,4,107.87457779029765,0.4227846732701278,0.0029902715673057086,1.1602461293093818,0.09039079852189674,1.520016251716736,0.1111969294719579,0.9210370051830108,0.016561292315740953
random,narrow,2,5,944.7447765520188,0.6830648223096253,0.03788929891613948,1.9502545545688044,0.2228046442074135,2.5939680834348,0.35237485383204387,0.7741057988896958,0.03035352687463938
random,narrow,2,6,69.22027870712948,0.3459606655717331,4.927670257184549e-05,1.6532774935461334,0.13862185671936011,2.1446117788954617,0.2247935211979047,0.8454098126881734,0.013810054249620191
random,narrow,2,7,252.04824629272932,0.7755639424726894,0.019795062318286222,1.510785347664808,0.1158738714229774,2.0056263887293255,0.20760936701661833,0.8646997670865992,0.012121841396078492
random,narrow,2,8,31.25801053948597,0.4709098854157575,0.026221080128825618,1.6132331711361658,0.15854585345048625,2.1651227039230774,0.26414028376301785,0.8425883594619676,0.017156873868335754
random,narrow,2,9,1819.499706014484,0.1045435584329415,2.4920492341970905e-05,1.3196402670714467,0.12109356719967825,1.7522673728063278,0.153568814148151,0.8959952761168193,0.01503750863216483
random,narrow,2,10,8.88703804962547,0.6798114614845836,0.018687569176567158,1.4939875971273682,0.1348808792777609,1.9935988282734862,0.2601857087915083,0.8665143736335361,0.017015830545506518
random,narrow,2,11,9784.440830094407,0.40654239767553646,0.002419638184348129,1.2518860298390138,0.02949955442110789,1.61473842568215,0.058202948288590205,0.9107931066703475,0.016483998199921714
random,narrow,2,12,267.5379771714384,0.8621179849076281,0.0015672193006325901,1.1716922499094058,0.09433224619477316,1.5137662616353342,0.1033249593241255,0.921393980202458,0.018165978945452046
