evaluation,C,epsilon,gamma,mae,std_mae,rmse,std_rmse,r2,std_r2
random_search_seed1,9.037120500138354,0.7503646726300526,9.338759216613932e-05,2.053109815860016,0.13985083446785307,2.673344537850481,0.21826748789522638,0.758845906231654,0.028066701584419363
random_search_seed1,20.779368396194464,0.9807371998012386,0.0006233139702698201,1.3786456357615913,0.0477582512965187,1.815362502753239,0.05401199596980751,0.8887267969623084,0.0065160571829844475
random_search_seed1,33021.614835573266,0.5412268555474342,0.004797072148647243,1.2372752477384024,0.06687958544082567,1.6003571234266523,0.057659980027088616,0.9132362350563203,0.009367916616652918
random_search_seed1,20.003383548584335,0.9699254132161326,3.928682764722621e-05,2.0934915165915235,0.14408226693644915,2.7165057084852373,0.21938782051857347,0.7509933530150592,0.028751650824848974
random_search_seed1,266.06687186553927,0.6234897555375004,2.6827699002578254e-05,1.51196277160446,0.04992408662374762,1.972830082280985,0.07070443253103334,0.8686473301177926,0.0071668755754672265
random_search_seed1,4462.8332199122715,0.9172977047909027,0.0018513171450493132,1.2453985708224393,0.07369059224445637,1.5902971669011934,0.1115498756212719,0.9138429282800404,0.015591773712886791
random_search_seed1,1.534778616943961,0.4593358828854037,0.000902060839268605,1.8969616356064918,0.1423915224326624,2.4647543939969285,0.21759648740974724,0.7949982833802569,0.025845363268092496
random_search_seed1,1.9632644481107333,0.8526328384806567,0.002356425211267515,1.6057752959437994,0.07730517454149757,2.107286058939443,0.1239300963104358,0.8502689579878998,0.010315040990670004
random_search_seed1,611.2404100711518,0.8398815210314088,9.164159880029861e-05,1.2824793074739664,0.027939997608646273,1.7036313437724275,0.05264918298007263,0.9018206414301089,0.009023510184368762
random_search_seed1,247.80260332312648,0.7530302077021779,0.0007758230154854577,1.1454449112983163,0.02216761881033666,1.523990787760717,0.05749135960924705,0.921098953153584,0.011266515959100443
random_search_seed1,4.95542844164573,0.6832869060032571,0.01075906791086817,1.3738737164533863,0.05395431799720449,1.8414027052930269,0.05051569319139086,0.8854793524957968,0.0070699749938961986
random_search_seed1,4995.108417040857,0.80236416113453,5.1142598991734135e-05,1.2264786062246735,0.0395518131589351,1.6303664230316213,0.05838986937088266,0.9099572070642864,0.01025195074090842
random_search_seed1,7.9254766292091325,0.8552269742870702,2.0029065435363316e-05,2.9245665917346324,0.11373739678164038,3.8044998496354148,0.2154078979752077,0.5122205301793094,0.027506157025826566
random_search_seed1,11146.674359358241,0.4719097193587902,0.01746965898000131,1.3916536797305246,0.049097717635047354,1.8403129454502427,0.039723141908288205,0.885399950324268,0.010118881148844747
random_search_seed1,19.39747308044696,0.6457208955749478,1.0622639944719572e-05,2.755216645539842,0.12156770160834654,3.5861178168905603,0.22946732525270266,0.5665301812205439,0.031960160128409056
random_search_seed1,2414.5299619987877,0.28187782736454214,0.012323823460095383,1.2868937023134048,0.04703312283226583,1.6903680333657387,0.03172864527777817,0.903310619389314,0.008285369772043642
random_search_seed1,10.263694385402012,0.8050548331450097,0.0023166882591783553,1.2772250071852076,0.043158569924080126,1.7199925542276115,0.05759200760074205,0.9001158075685682,0.006121497326708
random_search_seed1,33748.97020284013,0.48221238819933654,3.604017014726869e-05,1.1600694520188397,0.06738629855596105,1.5757382773004784,0.10582022622365467,0.9160236677640776,0.009989092506330895
random_search_seed1,16004.532726499663,0.5895020620840481,0.0003661146935719423,1.2713580450935946,0.08757434510539767,1.713432992736043,0.16290698263416944,0.90057925247028,0.01616251914474467
random_search_seed1,1.3034097306955097,0.9190886196338225,0.003098189100157305,1.6959082591018686,0.09136860654624786,2.2208672876874083,0.14661501562881318,0.8337642099470995,0.012391723751017337
random_search_seed1,7677.634306931424,0.6603553805205233,0.018858750062664072,1.447876793431891,0.054408950837790564,1.9137196579088864,0.05141818905500875,0.8761092999275458,0.010877599935677522
random_search_seed1,14.2509146241446,0.2116747426075105,0.006961796539285268,1.2001091659245935,0.03436841469009679,1.6220214643810693,0.059363264039856416,0.9108727426745589,0.010122777955350808
random_search_seed1,8056.297836477112,0.8254878133935558,1.7060498398632392e-05,1.274662251857737,0.039258792381836015,1.6942395632622809,0.06502491938193837,0.9027906708758083,0.01088130402146175
random_search_seed1,5.9294540880679305,0.3167381665569643,0.00024415042648838616,1.8729571922367612,0.13316235636217694,2.4393050773793985,0.21760670202807644,0.7990933748022198,0.026854582596229637
random_search_seed2,16.95538172088236,0.8142257405942803,0.0001270895336421798,1.7802420935774363,0.10338918740233821,2.3131741375040766,0.16705260631269878,0.8194400006111845,0.018736592386550944
random_search_seed2,2.7033996610932634,0.7285605268117946,0.001658646532504751,1.5799294710171576,0.06874464251864412,2.071133509497902,0.11339738425357136,0.855360097325869,0.009065909040616747
random_search_seed2,7.637329141349112,0.2749693679060381,1.59950543581936e-05,3.0772874118395497,0.11711050944697625,3.994226048256389,0.2224057617705292,0.46241386504013093,0.027925011199483204
random_search_seed2,1228.1686762761303,0.15006226330533612,0.0012017214720200903,1.1990321029670337,0.07978056888698884,1.5783616260040942,0.08201636819871497,0.9151822156190302,0.013729356765928857
random_search_seed2,107.87457779029765,0.4227846732701278,0.0029902715673057086,1.1745622375331723,0.047825175786226214,1.5425802725115578,0.035480558063162464,0.9192964037463149,0.009319306687981638
random_search_seed2,944.7447765520188,0.6830648223096253,0.03788929891613948,1.9152897968616176,0.11098483699600992,2.58155034129375,0.11047626476619651,0.7749083429036553,0.017364808999541716
random_search_seed2,69.22027870712948,0.3459606655717331,4.927670257184549e-05,1.6508824350697857,0.07838160271376339,2.152228434150776,0.13176782604511914,0.8437163021444928,0.01335415163499762
random_search_seed2,252.04824629272932,0.7755639424726894,0.019795062318286222,1.489104686667492,0.05607480236475074,1.9679510350286922,0.05600719216321675,0.869015173051275,0.011279711319054574
random_search_seed2,31.25801053948597,0.4709098854157575,0.026221080128825618,1.5929633982038793,0.06775693867087718,2.140539828726461,0.06148823229828615,0.8451643478622458,0.011400137761450936
random_search_seed2,1819.499706014484,0.1045435584329415,2.4920492341970905e-05,1.3024247281665011,0.034190810902469206,1.7385186617744666,0.06320554634141223,0.8977514499495453,0.009789979110529522
random_search_seed2,8.88703804962547,0.6798114614845836,0.018687569176567158,1.4737287316957068,0.05190526375063787,1.9786555344111303,0.03707513906660829,0.8675708744618589,0.011037739521452865
random_search_seed2,9784.440830094407,0.40654239767553646,0.002419638184348129,1.2821435043055245,0.11452068697101413,1.6488092597920698,0.12845723222179609,0.9074861633196442,0.016474097627945675
random_search_seed2,267.5379771714384,0.8621179849076281,0.0015672193006325901,1.170349945023084,0.04624807713191623,1.5194366689517116,0.062376592564707616,0.9215520154165325,0.01112744351855808
random_search_seed2,114.55753262471778,0.6137169384025872,0.019969601728293533,1.4669976552619013,0.0557165737206575,1.9447536201325248,0.05015923231484782,0.8720957536848939,0.010629377899499706
random_search_seed2,7890.77314903401,0.6925181318299735,0.0006954956333276439,1.2754247202280755,0.1279401770959052,1.6477185824296285,0.16777473495018436,0.9071146925201379,0.02260945601942959
random_search_seed2,39.180508323766134,0.21622339101901444,0.0008588690510578069,1.2055971666660619,0.03461833312880873,1.6220140095816287,0.05517223042619611,0.9109941193393454,0.008516607903093477
random_search_seed2,2.9730567915776063,0.7019494763859895,1.3892983458319739e-05,3.7126442695210438,0.11728068349133743,4.774195595745517,0.21207153559489256,0.23197064379477955,0.015056606142415708
random_search_seed2,139.55769781428356,0.8351832046922797,0.02092626313306562,1.527398274681071,0.0584970944937108,2.020790606489528,0.06028573481931117,0.8619181832875611,0.011595622121673628
random_search_seed2,64.49862936930184,0.5920620110783646,0.03995844351604324,1.945223583045712,0.11457679928491973,2.6300431165448517,0.11315283040751198,0.7664071692445052,0.017492403582710772
random_search_seed2,3970.660177979739,0.19616991196827194,0.0003207744122889575,1.1572642785651417,0.04995553753255728,1.5773734604395488,0.11202829062169194,0.9157261056322724,0.011736225657078441
random_search_seed2,6.414680665884677,0.6038055172624386,4.680329138972103e-05,2.5448813259231415,0.13763423463659757,3.318929157745514,0.23078477874856373,0.6286263096598598,0.03232767938435232
random_search_seed2,3.3826604654854338,0.8329969641884205,1.1848115050119865e-05,3.7301309275741774,0.11735778068883124,4.7943649509870845,0.21176004018306147,0.22545898103849984,0.01483054159788301
random_search_seed2,2.931769762047865,0.4884985730839694,0.00046419310088462954,1.8954079810684132,0.13343603566370416,2.4636370804008187,0.21088397029354145,0.7951624104977205,0.025374248334557484
random_search_seed2,821.5640771740516,0.9373431437289681,0.0007317023538754564,1.16385711068242,0.047601924250790274,1.5191995762462838,0.06078905184753345,0.9215421536043114,0.01142698442879401
random_search_seed2,3358.08038728373,0.6172721367052832,0.0013333198481024003,1.2745301267869231,0.1360116341101745,1.6329725419800252,0.1778470670243954,0.908519054188605,0.02292596164332958
random_search_seed2,240.0326195324206,0.2266260633591367,0.03703607819484465,1.808851449711284,0.08858450393840221,2.467757184974807,0.08789201876520125,0.7943230738852841,0.014313220261767222
random_search_seed2,1728.6929053618635,0.04201178906868608,0.0011305400829980893,1.2359065025269045,0.07315286008313823,1.6138201593380568,0.06794079176994844,0.9115676545558828,0.01201083656677293
random_search_seed2,24.63768882521679,0.7845648574299998,0.02688825901598106,1.6614173702046418,0.0759461380490651,2.2236344222095727,0.07933629691146925,0.8328936580701083,0.013503498476623257
random_search_seed2,1.1489282911700007,0.009805349046563827,0.00012508691909197055,2.983349869174542,0.1199641242014526,3.8748619301293443,0.2223135192332656,0.494055769399838,0.02827693437031195
random_search_seed2,7731.118759749395,0.057455178774819426,2.5600380093094516e-05,1.2324324320701012,0.048837437824714516,1.6618439462459194,0.09317614310332913,0.906306377636873,0.013142010202906782
random_search_seed3,2.526171710206267,0.8012744652063969,7.515449494844694e-05,2.8238096558846606,0.11856649747159048,3.6729490185938287,0.22603635224872654,0.5453099036824215,0.031100892138230907
random_search_seed3,543.9537124443467,0.4331269402364738,2.229353940701263e-05,1.4268113619226053,0.04002355298526112,1.8766005328966,0.04309253353895565,0.8810834516567647,0.0063705207050139415
random_search_seed3,178.2574462726951,0.7345771514092145,3.898247901448963e-05,1.5165380602091634,0.05549493907304432,1.9765300128581242,0.08101779287894786,0.8681678923359291,0.007840563407581097
random_search_seed3,3.4209081360776623,0.5167401826213637,0.00027998923986402856,2.0044649670800956,0.1444103895237435,2.610069758023718,0.22751587362289433,0.7700734572390289,0.02914983931229349
random_search_seed3,105.56213152079107,0.7378377872921602,0.0014809838218101687,1.1497889539486694,0.016618720868051187,1.5253942405080374,0.03511813548525444,0.9210976705065927,0.009199967350624198
random_search_seed3,31150.939303556872,0.648547207079825,0.00011252566285171252,1.1860682777748757,0.035290285595290134,1.628550810808385,0.20065305215666582,0.9101271642377234,0.018217840568114884
random_search_seed3,1868.521437620178,0.0014900835088361708,0.00012099439999219045,1.1753679617255888,0.05070591884128268,1.5826675316038796,0.08917478940234061,0.9150257157417829,0.012112891852249357
random_search_seed3,37519.81009425896,0.3139860020343368,0.0001269922369209584,1.200423412295677,0.043351516221150806,1.680174185939943,0.2611085345242274,0.9039501234746716,0.025704499795691137
random_search_seed3,15492.573762051801,0.47130966518183137,0.0014604952952612488,1.2948735482915388,0.14687595362589329,1.663084284595986,0.18376273447443725,0.9052106852722765,0.023281889909730402
random_search_seed3,4301.356843173893,0.7069650956556235,1.2949379900185589e-05,1.3162196401172643,0.027548292923137898,1.7487147221377015,0.05240828410872741,0.8965523085113645,0.009502809822992071
random_search_seed3,57.35358213376421,0.6605000674278948,2.1680109035557898e-05,1.932883095233168,0.124988929824633,2.5134384065739424,0.20425693990386262,0.7868434178692232,0.024532426447228698
random_search_seed3,23818.845837825793,0.630090199785343,5.8397454356322866e-05,1.1585973832123393,0.05607042306227726,1.596744091722861,0.14836196891571726,0.9137225357323224,0.013256585844589639
random_search_seed3,25.18021415408262,0.7221648081421175,0.005542882981566781,1.2087300491286057,0.03136077890080753,1.5980485194533647,0.02430779577555299,0.9135159548797512,0.008501664251253484
random_search_seed3,10.659509464496086,0.6576522108732432,0.011741583067590962,1.308159642736991,0.050775045929216084,1.7533538806427198,0.02650563778654665,0.8959146513040478,0.009867204937154886
random_search_seed3,1616.038068245964,0.42857290429846195,0.010800294581359048,1.2609184731572263,0.04847422356290379,1.6550413813712184,0.04341295252513089,0.907282174174042,0.008607013754258831
random_search_seed3,3673.958142695959,0.1023199219220744,0.01776118150698423,1.3847569180545083,0.040700447719697705,1.8349354287223618,0.009152093804499417,0.8861324854528687,0.008494956625485406
random_search_seed3,9840.925145670144,0.47968392351227496,0.00028650050201953095,1.1979176705015457,0.03546675350096463,1.6491924111022829,0.18202666872898485,0.9078803152287428,0.016666412011024513
random_search_seed3,4.871040650144779,0.291978615987851,0.0038322876552486194,1.3159747745593855,0.06744580638192832,1.771931614938304,0.08124995545084744,0.8939887297042797,0.007992135142853251
random_search_seed3,12401.000770518041,0.5618097187308899,0.00010437621892505372,1.1490899067615832,0.04364017338959222,1.5928123912780097,0.1783516317398479,0.9140619018107337,0.015930752611575408
random_search_seed3,75.50445813193042,0.19663923977212372,0.0018498385507141446,1.1368074342572398,0.03869768281712934,1.526115401799671,0.06473640654324227,0.9208617070660191,0.011773071910548251
random_search_seed3,7.03340695548658,0.7522234183692774,0.005789141487843407,1.2904618636733982,0.04845236619265773,1.7208334811471169,0.04496089293515099,0.9000121943038174,0.005470681204236491
random_search_seed3,461.5428475584084,0.20577504822901882,0.025529722716717836,1.547119304890124,0.05706447348678052,2.082120927390963,0.042089120744666045,0.8534828269947689,0.010265182861722781
random_search_seed3,9962.2826897456,0.9643577208942796,4.217732146162208e-05,1.2270835664142052,0.03999581648309556,1.6293137794372057,0.05228446761585731,0.9100732918941713,0.009794560456678111
random_search_seed3,852.5373629525077,0.9705587631326238,0.0017572960302866965,1.2191547348799192,0.07325928321810767,1.5588637081771326,0.11172759580713167,0.9171949585327326,0.015230172727511992
random_search_seed3,4991.638371268212,0.054093757870965264,0.008353741840820335,1.2709256583525248,0.06399638426670837,1.6631016474796632,0.0481927828528716,0.9064265050986808,0.008215368526087681
random_search_seed3,54.358226051639214,0.1935275814655144,2.0607400698123896e-05,1.9574802857974796,0.14567195674387115,2.556587392051199,0.23305472886818726,0.7792718214098892,0.030378331809189252
random_search_seed3,10.114736518033038,0.1267549797183054,0.014999982471274575,1.3326423370532674,0.029669597722423065,1.8121394497054062,0.03178595929114181,0.8888141870166877,0.010599676303637095
random_search_seed3,24.80023820463024,0.8494604111895369,0.000665313279221532,1.330482876728437,0.04568984546351273,1.7608482357907487,0.04940977301281839,0.895246514615112,0.007307156567716287
random_search_seed3,34323.65228864745,0.21368721943054814,0.00416299860636712,1.2822027377423515,0.08951554282963428,1.6573742359817172,0.08093588556223266,0.9069790473711203,0.010610173348376188
random_search_seed3,363.79545839825334,0.05188252772662516,0.004086216040552481,1.2842131676613076,0.07793769530037675,1.6669446290299024,0.07196222678294935,0.9059375470353137,0.009812364660155557
random_search_seed4,27001.777389280673,0.9762437057077041,0.0007787270850782464,1.2532988145867112,0.1031385241980519,1.5922133118611295,0.14053504034425468,0.9132911838858737,0.01872194118104035
random_search_seed4,2.3979827328756143,0.37648658437727256,0.0017643754428957666,1.5788227639512664,0.0765498824600772,2.0710908454791452,0.11495570861545423,0.8553607940604326,0.009412255634426084
random_search_seed4,5862.862623447389,0.8716352741876564,4.421535913076629e-05,1.2398407372713551,0.03592875766666614,1.6463149682821858,0.05372141830311444,0.9081902276452345,0.010179931673228938
random_search_seed4,359.71978594015013,0.4771535238392063,0.02174034928784022,1.4907628458248146,0.05598613533384352,1.986695804704932,0.04546036746188643,0.8665679430889265,0.010120750364198
random_search_seed4,105.41176763817445,0.9841529999311214,0.008284956704294964,1.27540669065845,0.03993709258795268,1.6560114249852915,0.06119208777940162,0.9071394545693989,0.009755931004661074
random_search_seed4,54.617322947229745,0.9290263877654195,0.03837546225207707,1.9839553768719433,0.11871372425355026,2.6549868952704525,0.12035723788588258,0.7619278849487652,0.018841131073542922
random_search_seed4,6.838677607648154,0.7048647455647425,0.0017869971826283252,1.3478121091605821,0.059311707567944655,1.7999985000177703,0.07319087341602373,0.8906470769583512,0.006717740623303405
random_search_seed4,26928.13080235862,0.13339575545169313,0.0028989906758709197,1.3330021249233606,0.10589968078562842,1.7147556386252862,0.11784061676287637,0.9003311843568845,0.014226956590134246
random_search_seed4,218.5067778251954,0.5002261893487459,0.0006697071865873019,1.14261988676081,0.02915805758794524,1.5393962983643545,0.06711726754014295,0.9195330781306528,0.011564431266154864
random_search_seed4,31941.06621639619,0.22377114677821597,0.00019697356505226054,1.226000551051963,0.034140421240430464,1.7065543465248556,0.21037153419074014,0.9012795589276432,0.020129981051806044
random_search_seed4,283.96915102227644,0.9391070534240088,0.0023532713927769226,1.1993980791179872,0.07014251235188464,1.5435541644463273,0.08930566547762671,0.9189632140082541,0.01293761366247313
random_search_seed4,543.0937304809742,0.9297746953080669,9.788309135811103e-05,1.2844024074685003,0.02845687753634535,1.7052702228304273,0.05480313733507092,0.9016128833228741,0.009400951895978928
random_search_seed4,204.45717827042012,0.4760389104754019,0.0031605824795281835,1.206994454540709,0.0845932178172974,1.5735770315257689,0.07686863071692775,0.9158502662321324,0.01204095772110615
random_search_seed4,10.46122723285621,0.7706304830917438,0.003645266125556642,1.2466263957983466,0.038490912038857863,1.6700607228002844,0.045825260205554816,0.905837341247242,0.004987505900063298
random_search_seed4,7.879696013127687,0.3618150599019092,0.0005025919586096943,1.5739872017974266,0.070102543050387,2.0533876412213696,0.10594889153241878,0.8577424670385796,0.010010851032952723
random_search_seed4,6.342409813175735,0.9625074113263784,6.588296716478884e-05,2.369922640170267,0.1526610974210052,3.087524283652601,0.24063897934414094,0.6785158620330568,0.033357738360562036
random_search_seed4,14286.886572462396,0.7394732431350439,0.00025946931064303546,1.2192045660223751,0.050770069718443465,1.6724210162040065,0.2050184874612986,0.9051347517007807,0.019381453342002662
random_search_seed4,1.5747316193313172,0.5371708512141022,0.024253205110889905,2.0096023070639375,0.08199515264631338,2.757339081841921,0.13689556599870414,0.7438612750870031,0.007370509737454142
random_search_seed4,7151.77436547617,0.37612381317906773,0.00010487871020669155,1.1419226928599433,0.04198292038866746,1.5680205893969967,0.10347043399168879,0.9168807782868906,0.009493062575026096
random_search_seed4,43.19634442628202,0.42945988292273374,0.03953895272432729,1.902522506202094,0.10690695153647892,2.5848123668481673,0.10548938563552979,0.7743797651675524,0.016265385071341218
random_search_seed4,222.86465587631935,0.9031955883507381,0.034366664795401014,1.8790398669534194,0.10400270384284456,2.5137309720407592,0.10758033119285267,0.7865295605805483,0.01727332030912555
random_search_seed4,71.80299160733003,0.8070479361350381,0.00013705905265556923,1.441471539743026,0.05529395081406451,1.8893076949700067,0.07010429668704915,0.8795318951350423,0.006805928859742935
random_search_seed4,3.198937662626308,0.8764338171832751,0.000282289697147126,2.0417242500699295,0.1416075120713263,2.6489530647655224,0.2126289019130817,0.7632501893614909,0.026850183961170324
random_search_seed4,20510.402446937685,0.07872015051065484,7.305025133623505e-05,1.137190922525288,0.03339156122459119,1.5754731505679855,0.11109433284523622,0.9161570138907831,0.009208724838854895
random_search_seed4,5029.303990506842,0.23750481762383724,0.0019949793894284105,1.3358990671957396,0.1328257466901257,1.7129343163556647,0.15346068937216237,0.9001285381401238,0.019239996071160663
random_search_seed4,238.32902977033888,0.7000873205228134,1.8372737123909345e-05,1.6123754367907766,0.06785193476633768,2.0970453504498527,0.10956910031619588,0.8516457352949537,0.010422471221014943
random_search_seed4,298.58440309683596,0.08816937300957906,0.004040836832846592,1.258803535162767,0.08070090198336462,1.6430080975490735,0.06994014005351046,0.9085502054979205,0.010176809981641142
random_search_seed4,1071.4365387160437,0.49930856599360807,0.00023434803875251303,1.152717591749776,0.03717691381156788,1.5595732869419925,0.0670501461900517,0.9176371325719815,0.00944829974426185
random_search_seed4,37.707019308857035,0.5682609350720068,0.0022154759562531823,1.1687895097633707,0.024393848697753146,1.5671713793354158,0.04457048323824744,0.9168326914782552,0.008786410494866505
random_search_seed4,793.969341486891,0.2251416010112336,1.7156919587126624e-05,1.415095426491277,0.03814787618847815,1.8616051103629716,0.04766054638141782,0.883034305833732,0.005068105311303419
random_search_seed5,6062.958451345071,0.515325561042142,0.00973977101303782,1.2475746697617296,0.046503948733379326,1.6352306235274647,0.04692272032734045,0.9094753755045849,0.008691808288247225
random_search_seed5,22.027850089659438,0.38336888078551823,1.5830260092748248e-05,2.449215630257353,0.14332289867437975,3.193190259631245,0.23097568423936046,0.6560971762159125,0.03335956018052709
random_search_seed5,83.0621828092802,0.04875771072716806,1.4705221962386768e-05,1.9311901664285702,0.13556368214398593,2.522995964596742,0.2205836827619954,0.7850895813693644,0.027905966249160422
random_search_seed5,49556.268091096186,0.23451020166982395,0.002588771838247927,1.3142677731713062,0.11727034362211611,1.6904898545686957,0.12638906374492032,0.9029712596974957,0.015606451444388885
random_search_seed5,110.61282938565937,0.8976776081085488,0.040131510607208945,2.019689556914203,0.12352788061369784,2.7049934833345626,0.12383613037412856,0.7529025159814556,0.019233205868865417
random_search_seed5,6062.958451345071,0.515325561042142,0.00973977101303782,1.2475746697617296,0.046503948733379326,1.6352306235274647,0.04692272032734045,0.9094753755045849,0.008691808288247225
random_search_seed5,22.027850089659438,0.38336888078551823,1.5830260092748248e-05,2.449215630257353,0.14332289867437975,3.193190259631245,0.23097568423936046,0.6560971762159125,0.03335956018052709
random_search_seed5,83.0621828092802,0.04875771072716806,1.4705221962386768e-05,1.9311901664285702,0.13556368214398593,2.522995964596742,0.2205836827619954,0.7850895813693644,0.027905966249160422
random_search_seed5,49556.268091096186,0.23451020166982395,0.002588771838247927,1.3142677731713062,0.11727034362211611,1.6904898545686957,0.12638906374492032,0.9029712596974957,0.015606451444388885
random_search_seed5,110.61282938565937,0.8976776081085488,0.040131510607208945,2.019689556914203,0.12352788061369784,2.7049934833345626,0.12383613037412856,0.7529025159814556,0.019233205868865417
random_search_seed5,9268.646578548105,0.4930230187317426,0.0002828089067350188,1.1937296078775053,0.03166488777599214,1.6443350935227117,0.1849878782127237,0.9084161750027725,0.01687764213136719
random_search_seed5,1512.665725125383,0.5555961169207234,1.6784461468427568e-05,1.34681860667346,0.030647691312370214,1.788829307164384,0.04676841862112217,0.8918747010106607,0.0076346688762832324
random_search_seed5,18.860054670651518,0.06421443731219101,0.017939209612061566,1.3915734360396692,0.0381995223161455,1.8604831617421211,0.033944270674605946,0.882725535955562,0.012271221497871491
random_search_seed5,1554.0094347192176,0.2273185251609081,0.016536030750139458,1.3589617948033816,0.04122884593129337,1.7973030184123278,0.018195725000579352,0.8907289167174092,0.008651985489211212
random_search_seed5,16131.859001017703,0.01851721767021075,0.016835455615807838,1.3730031734290296,0.04208921414096552,1.8138464852477594,0.010040297369858458,0.8887284231920592,0.008378059392781852
random_search_seed5,2111.0593789227805,0.5033639655536645,1.0102703182524506e-05,1.364501933111804,0.034967267138835405,1.8061305171379345,0.0490006595515676,0.8898140105653537,0.0070887969377523
random_search_seed5,112.69000030238354,0.32494264457560607,5.647108656103494e-05,1.5211093810469467,0.05379527390187315,1.9860972666010397,0.0758552536779737,0.8668772339368784,0.007608246324208324
random_search_seed5,6143.016156363892,0.1490385835335558,0.0001480971766442578,1.137265391114266,0.03447875687067825,1.570045686514631,0.10231919893609503,0.9166845161036037,0.009266338406441886
random_search_seed5,1915.520879265996,0.798939490963134,0.0004561956862798514,1.169928899267196,0.03865997705422612,1.5506382949962816,0.06121466667098007,0.9185222190970934,0.00964788180820862
random_search_seed5,12.784530052997088,0.7998795260549534,0.0001523610104339584,1.8109328518678385,0.1082850504863027,2.34929336786019,0.17504575177591464,0.8137682986989938,0.01978283658306679
random_search_seed5,241.37816142758555,0.2361941283958635,0.0007466256930808718,1.1250578118336496,0.04212367022255503,1.5243776950932544,0.07696592038071233,0.9210250463011798,0.012256957345445806
random_search_seed5,1.1703224751460821,0.08582579108682997,0.028311782565686158,2.3140730192353356,0.13525900294120427,3.147446941120794,0.1812683047861333,0.6663377588888517,0.014759421089080309
random_search_seed5,9338.684341444368,0.9510229811957994,0.0002294984825977863,1.2007634998668528,0.05471188825307901,1.5949911430179522,0.09388366868554424,0.9139741341867225,0.00935946223750906
random_search_seed5,75.31601324364827,0.5561597755338971,0.029098533196497585,1.6740675999014782,0.07579085406747595,2.2550099582906946,0.07620931891035138,0.8281769024144804,0.013096231449310049
random_search_seed5,13.439673081286305,0.6743897148867628,0.005527089765234071,1.2220043761765584,0.04763683134581007,1.632114229793516,0.04675655741093578,0.9099348946019958,0.007548466046567909
random_search_seed5,1640.8155750086382,0.2218885591644547,0.0005196038917731873,1.1444135080418172,0.05396053976646495,1.5376927293110239,0.0698380495926707,0.9197616545061434,0.01120608022327279
random_search_seed5,1027.4448021646235,0.6922222746448299,2.4895498907585276e-05,1.3570922267353849,0.03188248290155973,1.7921796627313331,0.042074544626039,0.8914681143024161,0.007445908902547571
random_search_seed5,967.5279367283267,0.7985233458061055,0.0002470065890066529,1.1801207903929114,0.024858343542460516,1.5723009281201887,0.04810946694270945,0.916247065576686,0.009337594263369066
random_search_seed5,8.160558676774677,0.797933886097021,0.00027816072528094105,1.7570504510852605,0.10327218483298652,2.2831443793461172,0.16074671518474865,0.8240666197940172,0.018307532493580823
random_search_seed5,61.35392541407792,0.6125178041653119,0.0043482994518442356,1.1933174053460278,0.04898727870828925,1.5584807577761925,0.03918961273319213,0.9176348811242437,0.009392955089190169
random_search_seed5,26407.990598906144,0.7236762546507963,0.046578170913404014,2.1366835852298545,0.14030841360423904,2.87211300368679,0.132651016948399,0.7215646538470903,0.019471092960790953
random_search_seed5,6320.228745998493,0.7128902625665684,3.6765725075004376e-05,1.2297325160632586,0.03965717359412971,1.63779510331814,0.06404054674644942,0.9091533870341854,0.010283332288851194
random_search_seed5,9615.271192898097,0.5532500397935409,0.0003048751358162599,1.2033182040006345,0.044640317273393314,1.6463474997655951,0.1717542354313757,0.9081793181071737,0.015924714814571767
random_search_seed5,179.1012277483588,0.3172778402767157,0.03511945961103412,1.7786688919167513,0.08565063081610579,2.418693547320324,0.08572107473604011,0.802396902389759,0.014144954194423631
random_search_seed5,77.51453235653912,0.42018453469313044,1.0078647877880876e-05,2.080229859647156,0.14842836862832956,2.719291732925622,0.23088968114729094,0.7504128480900957,0.030974025458183188
grid_search,1.0,0.0,1e-05,4.1234414808689595,0.13262511110925965,5.286236429110376,0.208695281528122,0.05819198161550101,0.00941486947220804
grid_search,1.0,0.5,1e-05,4.119758568497301,0.13333585309065057,5.282108810518831,0.2066597218169022,0.05965849719192633,0.006483544225249187
grid_search,1.0,1.0,1e-05,4.121949402167194,0.13262781466746992,5.263385457194012,0.20550167979486852,0.0663123409461901,0.005332778718247344
grid_search,1.0,0.0,0.0007071067811865475,2.1419370059820046,0.1625062172246703,2.8021290199033553,0.2420691340271569,0.7350576587503242,0.03233520899559829
grid_search,1.0,0.5,0.0007071067811865475,2.146424511007109,0.16161180778682335,2.7916711643087,0.23467954056250248,0.7370935507146897,0.030640135606182915
grid_search,1.0,1.0,0.0007071067811865475,2.1760119796421273,0.15425929358743862,2.8156184835805655,0.22985299985593383,0.7325656629142516,0.030318787760643954
grid_search,1.0,0.0,0.049999999999999996,3.171362957038595,0.1697455913032781,4.259222340214854,0.21477919913371335,0.3888394503785809,0.01966757628174147
grid_search,1.0,0.5,0.049999999999999996,3.198417892483824,0.17698834689634105,4.2765682828592535,0.21601840331001465,0.3838316618291239,0.020826862488494947
grid_search,1.0,1.0,0.049999999999999996,3.238044688067217,0.18429522857636704,4.3014633375423434,0.21516576680685706,0.37660049953072533,0.02162555894470534
grid_search,223.60679774997897,0.0,1e-05,1.7489751647751486,0.09471979038053574,2.2838955303879707,0.1735983707631172,0.8239763083973479,0.019188472936141506
