method,space,seed,eval_index,C,epsilon,gamma,mae,std_mae,rmse,std_rmse,r2,std_r2
bayesian,narrow,1,15,5469.548830271861,1.0,0.00022500172994673474,1.1881684665954073,0.04139870608094284,1.5566656763987816,0.05451777277340601,0.9178755713408172,0.009632426471377527
bayesian,narrow,1,16,450.0345154357775,0.0,0.0007212972827494228,1.1296152576444305,0.045206779601462715,1.5235101911144404,0.07426992909667925,0.9210527470749155,0.012669933962049055
bayesian,narrow,1,17,50000.0,1.0,1e-05,1.252991787037821,0.04542301467017576,1.6624007996338848,0.05597549562578754,0.9063606386792289,0.010652108165072614
bayesian,narrow,1,18,50000.0,1.0,0.05,2.2891964362375914,0.15428088700069048,3.048111419682801,0.14380049956538754,0.6864777915360986,0.020831331604072793
bayesian,narrow,1,19,50000.0,1.0,0.00043078285543694464,1.275729034444247,0.0935127967526348,1.6399396086238878,0.09727569535810343,0.908745247314662,0.013630675102891907
bayesian,narrow,1,20,50000.0,0.0,1e-05,1.2297684318274005,0.05740164752814299,1.6518843959148874,0.09928325070198551,0.9074567175530224,0.013125893637483094
bayesian,narrow,1,21,1330.7181543073573,0.0,0.002571117170104868,1.3625692231841549,0.09091904206320264,1.7552264318096582,0.11070425829204658,0.8957660817211414,0.01254803333497804
bayesian,narrow,1,22,1963.212129829848,0.250034715367859,7.593983229966183e-05,1.2140172612833802,0.03954927453191335,1.6306507570480442,0.08643984080493622,0.909862798552675,0.011928897370565005
bayesian,narrow,1,23,159.72449427174055,0.0,0.0005550194444199668,1.1544996784498758,0.03843677113160695,1.5583759941375832,0.07100458335003121,0.9176269331640439,0.010913668802049461
bayesian,narrow,1,24,50000.0,0.0,0.004987394947269955,1.3192868471181824,0.08207059951651814,1.7038136796447987,0.07811466571577011,0.901814340359216,0.009685354799749527
bayesian,narrow,1,25,143.94187929184798,0.29259459158779033,0.0009018540605814279,1.13080155721293,0.03914152286642194,1.530653728762002,0.07954624213270661,0.9203647482553532,0.012561045810951613
bayesian,narrow,1,26,1.0,1.0,0.05,3.238044688067217,0.18429522857636718,4.301463337542344,0.21516576680685706,0.37660049953072516,0.02162555894470536
bayesian,narrow,1,27,325.83810153123335,0.309404801048551,0.000410450716614747,1.1514687505390002,0.0274672595113429,1.5535806234833436,0.06538127139252381,0.9181962086995586,0.010091427505598998
bayesian,narrow,1,28,50000.0,0.47991997368526906,1e-05,1.2242287076740606,0.056725222335230224,1.6361144731219457,0.0922622728133182,0.9092495798617127,0.012202432284360472
